cksum kappa rho numDaysToRecover beta deathRate pir AFP_Detection reintroRate minBurnIn obsPeriod seasonalAmp numSims movModel moveRate ES_Detection vacRate vilPop
7d86708a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
9bc3adb4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0 0.5 {32000,8000,8000,8000,8000}
1f14a71 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
b08c0f9c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {64000}
b2eef02f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {32000,32000}
ec19f951 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {16000,16000,16000,16000}
c9790f1b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {8000,8000,8000,8000,8000,8000,8000,8000}
d38f6ed0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
e8fa5c4f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
801f2810 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {32000,8000,8000,8000,8000}
1eedda71 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
44bca5eb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {64000}
dcb869cc 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {32000,32000}
51e34ba1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {16000,16000,16000,16000}
3b509f77 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
5966c858 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
f004b0b8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
b1cca6f7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {32000,8000,8000,8000,8000}
dba7754a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
c294a21b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {64000}
fb344c26 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {32000,32000}
1e238558 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {16000,16000,16000,16000}
5488007a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
69906500 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
f02a1aa4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
86e5c74 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {32000,8000,8000,8000,8000}
9404cb3e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
a6f5cfd2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {64000}
6035433c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {32000,32000}
ccf6c3de 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {16000,16000,16000,16000}
5a82c6da 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
7aef4bfa 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
73184585 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
fa0855c9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {32000,8000,8000,8000,8000}
8e6e0ac5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.001 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
e5bfd588 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {64000}
61056c4e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {32000,32000}
6e6b31df 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {16000,16000,16000,16000}
35c4b4b1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {8000,8000,8000,8000,8000,8000,8000,8000}
2516ecad 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
ab24b24f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
b0a05525 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {32000,8000,8000,8000,8000}
92bbcd0f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
9b94e291 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {64000}
7f8136ee 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {32000,32000}
76030ff 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {16000,16000,16000,16000}
5d5eff7f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
8529e284 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
5192914a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
5223281a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {32000,8000,8000,8000,8000}
24340cb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
8a3c1bb7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {64000}
7e6b1a44 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {32000,32000}
2e9cf86d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {16000,16000,16000,16000}
5cd3c2a0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
f0b7762e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
b7989605 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
84eba3fc 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {32000,8000,8000,8000,8000}
a66b96d7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ee5d767e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {64000}
e56a155e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {32000,32000}
fc49beeb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {16000,16000,16000,16000}
52d90400 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
e3c858d4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
34aac924 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
768daa41 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {32000,8000,8000,8000,8000}
bc01572c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.01 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
d343ee3f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {64000}
5c6df629 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {32000,32000}
14577e89 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {16000,16000,16000,16000}
31f762ea 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {8000,8000,8000,8000,8000,8000,8000,8000}
5b2ca78 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
1c23d827 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
ba2289ca 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {32000,8000,8000,8000,8000}
17d04051 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
d33c5b3d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {64000}
fade608c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {32000,32000}
37df4dca 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {16000,16000,16000,16000}
55053da5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
1c0ef1aa 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
16201deb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
dea6d792 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {32000,8000,8000,8000,8000}
302c1d22 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
90b3fc10 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {64000}
440da016 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {32000,32000}
241e2482 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {16000,16000,16000,16000}
6a2c35ed 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
def5e22d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
b7db48eb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
d268d8a2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {32000,8000,8000,8000,8000}
115a9cfb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
f4d291d9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {64000}
df0caf0c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {32000,32000}
f6cb6204 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {16000,16000,16000,16000}
6426f34d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
cd8accd7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
34e917ca 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
200ed11f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {32000,8000,8000,8000,8000}
b305d00 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.05 0.1 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
8ae8d0c0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {64000}
5fbfd039 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {32000,32000}
140fb550 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {16000,16000,16000,16000}
36f2b137 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {8000,8000,8000,8000,8000,8000,8000,8000}
d158845d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
b98732ff 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
e66eecfc 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {32000,8000,8000,8000,8000}
45b4ac9e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
6d650e94 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {64000}
4dfbf323 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {32000,32000}
f8399436 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {16000,16000,16000,16000}
a2bf992 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
cad1c98 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
e0900551 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
99a0dcb5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {32000,8000,8000,8000,8000}
12cbd5ac 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
c2f64562 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {64000}
dcc23468 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {32000,32000}
785241b4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {16000,16000,16000,16000}
41600ad4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
a7628ab7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
bee5a93e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
66ac804c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {32000,8000,8000,8000,8000}
f484ab4d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
a69728ab 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {64000}
47c33b72 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {32000,32000}
aa870732 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {16000,16000,16000,16000}
4f6acc74 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
b41da44d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
3dd7f61f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
94ca89f1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {32000,8000,8000,8000,8000}
eeee6ab6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
59cda18a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {64000}
2dede429 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {32000,32000}
e310dd14 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {16000,16000,16000,16000}
16c1557f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {8000,8000,8000,8000,8000,8000,8000,8000}
4c451853 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
e0174454 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
31127888 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {32000,8000,8000,8000,8000}
a138542f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
6d489aa1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {64000}
6f92930e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {32000,32000}
af865d87 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {16000,16000,16000,16000}
f1607234 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
b8c198c0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
bcd7fabd 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
86c66ee7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {32000,8000,8000,8000,8000}
ee3ce5d1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ef627062 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {64000}
b7b4a0de 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {32000,32000}
af2ed5c0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {16000,16000,16000,16000}
dea7c98b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
c058e54b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
4a704185 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
da9dbc9f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {32000,8000,8000,8000,8000}
ba3caa16 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
8b031dab 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {64000}
2cb5afc4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.1 0.001 0.5 {32000,32000}
