cksum kappa rho numDaysToRecover beta deathRate pir AFP_Detection reintroRate minBurnIn obsPeriod seasonalAmp numSims movModel moveRate ES_Detection vacRate vilPop
3766b5bd 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {32000,8000,8000,8000,8000}
f54e2f1f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
f0e65fe3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {64000}
54881a57 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {32000,32000}
9e10792e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {16000,16000,16000,16000}
a28c1d0c 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
a7c8256b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
74181665 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
c500bc00 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {32000,8000,8000,8000,8000}
ef24eee4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.01 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
cb0b3bf0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {64000}
b153287b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {32000,32000}
247dad90 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {16000,16000,16000,16000}
c3e26336 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {8000,8000,8000,8000,8000,8000,8000,8000}
5173a622 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
696ee62b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
3ef89396 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {32000,8000,8000,8000,8000}
9ecbb5a6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
cd8772a0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {64000}
4b3c6f85 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {32000,32000}
55868a0f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {16000,16000,16000,16000}
a55024a9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
580e8c15 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
5692c2aa 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
6d2bc1d3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {32000,8000,8000,8000,8000}
6309a4ea 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
2a680982 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {64000}
adeb8d2d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {32000,32000}
a0c43ede 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {16000,16000,16000,16000}
30a67d7d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
daa52e41 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
da0f6f01 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
3904b75a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {32000,8000,8000,8000,8000}
87706409 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
4e09644b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {64000}
36ea8237 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {32000,32000}
72117858 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {16000,16000,16000,16000}
3eacbbdd 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
c9da00bb 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
593d3020 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
cb62bee7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {32000,8000,8000,8000,8000}
9d1aa5f2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 0.2 0.1 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ee85d2ad 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {64000}
1787d3ff 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {32000,32000}
2c1acd72 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {16000,16000,16000,16000}
d0d39541 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {8000,8000,8000,8000,8000,8000,8000,8000}
1899d5a1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
78188e13 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
1f026bc7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {32000,8000,8000,8000,8000}
196fafcf 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
2c5f29e4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {64000}
dbf6f2c4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {32000,32000}
49cb1195 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {16000,16000,16000,16000}
e7d61c6e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
ffb008d6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
68a84335 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
8158f5c2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {32000,8000,8000,8000,8000}
4599c9e8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
fcab55c9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {64000}
d86b5d22 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {32000,32000}
813ec68f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {16000,16000,16000,16000}
406d654 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
3078ca5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
8ef92be6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
29c2809b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {32000,8000,8000,8000,8000}
ce2dca39 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
98ca3800 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {64000}
436a5238 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {32000,32000}
53eb8009 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {16000,16000,16000,16000}
a0c10f4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
1078a25f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
dcb74c7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
dba48926 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {32000,8000,8000,8000,8000}
d4470bc2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
989ea91 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {64000}
13159ef3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {32000,32000}
ac7eddc3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {16000,16000,16000,16000}
a22716ad 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {8000,8000,8000,8000,8000,8000,8000,8000}
ddd269d0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
aa40d953 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
ff6b643e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {32000,8000,8000,8000,8000}
d0de83ba 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
1f07c527 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {64000}
893ac884 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {32000,32000}
8d4a3222 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {16000,16000,16000,16000}
ed50c855 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
3fd73d8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
8878dc72 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
88bb784e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {32000,8000,8000,8000,8000}
92f48b2e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
a75a73a4 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {64000}
7cb32b91 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {32000,32000}
6157c976 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {16000,16000,16000,16000}
827ccada 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
f7f4fefe 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
8b8f72ec 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
7c032797 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {32000,8000,8000,8000,8000}
aebde2d8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
c33b1e6d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {64000}
e7b2248b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {32000,32000}
b3828ff0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {16000,16000,16000,16000}
8c760c7a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
e48bd004 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
8bd2dcd 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
8e652e2a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {32000,8000,8000,8000,8000}
b4d72323 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.001 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
868ed1fe 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {64000}
4bf8ceef 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {32000,32000}
d644c535 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {16000,16000,16000,16000}
8cf6e1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {8000,8000,8000,8000,8000,8000,8000,8000}
a399dea5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
a339c266 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
aee1c069 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {32000,8000,8000,8000,8000}
c0069978 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
fe5a332e 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {64000}
f8065159 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {32000,32000}
78147cd1 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {16000,16000,16000,16000}
8baa35df 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
1b4d797a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
2a37f902 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
264e53f9 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {32000,8000,8000,8000,8000}
38fa692d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
f43462ef 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {64000}
f1af7fd5 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {32000,32000}
30dd6d21 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {16000,16000,16000,16000}
7eba8a00 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
f0b92b29 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
a3db70cf 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
5842da7f 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {32000,8000,8000,8000,8000}
aa13beb6 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.2 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
90550f26 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {64000}
6aae70cf 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {32000,32000}
e2082ba7 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {16000,16000,16000,16000}
70b04ca0 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {8000,8000,8000,8000,8000,8000,8000,8000}
e3c605d3 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
20e92fee 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
aa24d3c2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {32000,8000,8000,8000,8000}
b0797f4d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.01 0.5 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
e42b4122 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {64000}
cee4c3d2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {32000,32000}
86069bbe 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {16000,16000,16000,16000}
cc1dc8c2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {8000,8000,8000,8000,8000,8000,8000,8000}
595216a8 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
6c6edc6a 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
fa45ad58 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {32000,8000,8000,8000,8000}
c26601e2 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
ad342265 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {64000}
751a051d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {32000,32000}
299ed886 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {16000,16000,16000,16000}
776c7505 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {8000,8000,8000,8000,8000,8000,8000,8000}
1c00acad 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000}
263fb21 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000}
20fae11 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {32000,8000,8000,8000,8000}
3c543543 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.05 {32000,4000,4000,4000,4000,4000,4000,4000,4000}
29b6191d 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {64000}
e5f6ceca 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {32000,32000}
64790010 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {16000,16000,16000,16000}
1722c5b 0.4179 0.2 28 135 0.02 0.005 1 0.001 50 100 0.05 10000 0 1.0 0.1 0.2 {8000,8000,8000,8000,8000,8000,8000,8000}
